labels,data
12:20,5
12:30,8
12:40,9
12:50,7
01:00,9
01:10,7
01:20,9
01:30,8
01:40,9
01:50,6
02:00,7
02:10,9
02:20,9
02:30,9
02:40,9
02:50,9
03:00,7
