labels,data
12:20,7
12:30,10
12:40,10
12:50,8
01:00,10
01:10,10
01:20,10
01:30,10
01:40,10
01:50,9
02:00,10
02:10,10
02:20,10
02:30,10
02:40,10
02:50,10
03:00,10
03:10,10
03:20,2
03:30,3
03:40,1
05:00,1
05:20,1
05:40,2
05:50,1
06:00,4
