labels,data
12:50,9
01:00,10
01:10,10
01:20,10
01:30,10
01:40,10
01:50,10
02:30,4
02:40,10
02:50,10
03:00,10
03:10,10
03:20,10
03:30,10
03:40,10
03:50,10
04:00,10
04:10,10
04:20,10
04:30,10
04:40,10
04:50,10
05:00,10
05:10,9
05:20,8
05:30,10
05:40,9
05:50,7
06:00,9
