labels,data
12:50,2
01:50,1
03:20,8
03:30,7
03:40,9
03:50,10
04:00,10
04:10,10
04:20,10
04:30,10
04:40,10
04:50,10
05:00,9
05:10,10
05:20,9
05:30,10
05:40,8
05:50,9
06:00,6
