labels,data
1.234567901234568,Liquid
12.779446112779448,Liquid
22.35568902235569,Liquid
434.6680013346681,Liquid
435.4854854854855,Liquid
446.57991324657996,Liquid
449.2492492492493,Liquid
451.6516516516517,Liquid
452.1688355021689,Liquid
603.1364698031365,Liquid
603.6036036036037,Liquid
